CD_REGIAO,NM_REGIAO,CD_UF,NM_UF,CD_MUN,NM_MUN,CD_DIST,NM_DIST,POP_2022
1,Norte,11,Rondônia,1100015,Alta Floresta D'Oeste,110001505,Alta Floresta D'Oeste,16744
1,Norte,11,Rondônia,1100015,Alta Floresta D'Oeste,110001515,Filadélfia d'Oeste,551
1,Norte,11,Rondônia,1100015,Alta Floresta D'Oeste,110001520,Izidolândia,532
1,Norte,11,Rondônia,1100015,Alta Floresta D'Oeste,110001525,Nova Gease d'Oeste,1175
1,Norte,11,Rondônia,1100015,Alta Floresta D'Oeste,110001530,Rolim de Moura do Guaporé,801
1,Norte,11,Rondônia,1100015,Alta Floresta D'Oeste,110001535,Santo Antônio d'Oeste,1691
1,Norte,11,Rondônia,1100023,Ariquemes,110002305,Ariquemes,96833
1,Norte,11,Rondônia,1100031,Cabixi,110003105,Cabixi,5351
1,Norte,11,Rondônia,1100049,Cacoal,110004905,Cacoal,75267
1,Norte,11,Rondônia,1100049,Cacoal,110004910,Riozinho,11350
1,Norte,11,Rondônia,1100049,Cacoal,110004915,Divinópolis,270
1,Norte,11,Rondônia,1100056,Cerejeiras,110005605,Cerejeiras,15890
1,Norte,11,Rondônia,1100064,Colorado do Oeste,110006405,Colorado do Oeste,15663
1,Norte,11,Rondônia,1100072,Corumbiara,110007205,Corumbiara,7519
1,Norte,11,Rondônia,1100080,Costa Marques,110008005,Costa Marques,8979
1,Norte,11,Rondônia,1100080,Costa Marques,110008015,Real Forte Príncipe da Beira,239
1,Norte,11,Rondônia,1100080,Costa Marques,110008035,São Domingos do Guaporé,3409
1,Norte,11,Rondônia,1100098,Espigão D'Oeste,110009805,Espigão D'Oeste,24671
1,Norte,11,Rondônia,1100098,Espigão D'Oeste,110009810,Boa Vista do Pacarana,1602
1,Norte,11,Rondônia,1100098,Espigão D'Oeste,110009812,Novo Paraíso,1278
1,Norte,11,Rondônia,1100098,Espigão D'Oeste,110009815,Flor da Serra,873
1,Norte,11,Rondônia,1100098,Espigão D'Oeste,110009818,Nova Esperança,990
1,Norte,11,Rondônia,1100106,Guajará-Mirim,110010605,Guajará-Mirim,35692
1,Norte,11,Rondônia,1100106,Guajará-Mirim,110010612,Iata,1610
1,Norte,11,Rondônia,1100106,Guajará-Mirim,110010622,Surpresa,2085
1,Norte,11,Rondônia,1100114,Jaru,110011405,Jaru,43265
1,Norte,11,Rondônia,1100114,Jaru,110011410,Bom Jesus,1747
1,Norte,11,Rondônia,1100114,Jaru,110011420,Santa Cruz da Serra,904
1,Norte,11,Rondônia,1100114,Jaru,110011425,Tarilândia,4675
1,Norte,11,Rondônia,1100122,Ji-Paraná,110012205,Ji-Paraná,120682
1,Norte,11,Rondônia,1100122,Ji-Paraná,110012220,Nova Colina,1108
1,Norte,11,Rondônia,1100122,Ji-Paraná,110012225,Nova Londrina,2543
1,Norte,11,Rondônia,1100130,Machadinho D'Oeste,110013005,Machadinho D'Oeste,25061
1,Norte,11,Rondônia,1100130,Machadinho D'Oeste,110013015,Oriente Novo,2054
1,Norte,11,Rondônia,1100130,Machadinho D'Oeste,110013020,Quinto BEC,2646
1,Norte,11,Rondônia,1100130,Machadinho D'Oeste,110013025,Tabajara,946
1,Norte,11,Rondônia,1100148,Nova Brasilândia D'Oeste,110014805,Nova Brasilândia D'Oeste,15679
1,Norte,11,Rondônia,1100155,Ouro Preto do Oeste,110015505,Ouro Preto do Oeste,32633
1,Norte,11,Rondônia,1100155,Ouro Preto do Oeste,110015525,Rondominas,2411
1,Norte,11,Rondônia,1100189,Pimenta Bueno,110018905,Pimenta Bueno,31265
1,Norte,11,Rondônia,1100189,Pimenta Bueno,110018915,Marco Rondon,2497
1,Norte,11,Rondônia,1100189,Pimenta Bueno,110018920,Itaporanga,1317
1,Norte,11,Rondônia,1100205,Porto Velho,110020505,Porto Velho,412807
1,Norte,11,Rondônia,1100205,Porto Velho,110020510,Abunã,2385
1,Norte,11,Rondônia,1100205,Porto Velho,110020515,Calama,2312
1,Norte,11,Rondônia,1100205,Porto Velho,110020516,Demarcação,845
1,Norte,11,Rondônia,1100205,Porto Velho,110020517,Extrema,7171
1,Norte,11,Rondônia,1100205,Porto Velho,110020518,Fortaleza do Abunã,474
1,Norte,11,Rondônia,1100205,Porto Velho,110020520,Jaci Paraná,11672
1,Norte,11,Rondônia,1100205,Porto Velho,110020525,Mutum Paraná,7509
1,Norte,11,Rondônia,1100205,Porto Velho,110020530,Nazaré,607
1,Norte,11,Rondônia,1100205,Porto Velho,110020535,Nova Califórnia,5216
1,Norte,11,Rondônia,1100205,Porto Velho,110020540,São Carlos,1176
1,Norte,11,Rondônia,1100205,Porto Velho,110020545,Vista Alegre do Abunã,8260
1,Norte,11,Rondônia,1100254,Presidente Médici,110025405,Presidente Médici,12150
1,Norte,11,Rondônia,1100254,Presidente Médici,110025415,Estrela de Rondônia,1915
1,Norte,11,Rondônia,1100254,Presidente Médici,110025420,Novo Riachuelo,1229
1,Norte,11,Rondônia,1100254,Presidente Médici,110025425,Vila Bandeira Branca,1272
1,Norte,11,Rondônia,1100254,Presidente Médici,110025430,Vila Camargo,2761
1,Norte,11,Rondônia,1100262,Rio Crespo,110026205,Rio Crespo,3471
1,Norte,11,Rondônia,1100288,Rolim de Moura,110028805,Rolim de Moura,56406
1,Norte,11,Rondônia,1100296,Santa Luzia D'Oeste,110029605,Santa Luzia D'Oeste,7419
1,Norte,11,Rondônia,1100304,Vilhena,110030405,Vilhena,95832
1,Norte,11,Rondônia,1100320,São Miguel do Guaporé,110032005,São Miguel do Guaporé,18952
1,Norte,11,Rondônia,1100320,São Miguel do Guaporé,110032020,Santana do Guaporé,2683
1,Norte,11,Rondônia,1100338,Nova Mamoré,110033805,Nova Mamoré,10409
1,Norte,11,Rondônia,1100338,Nova Mamoré,110033810,Araras,668
1,Norte,11,Rondônia,1100338,Nova Mamoré,110033812,Jacynópolis,4470
1,Norte,11,Rondônia,1100338,Nova Mamoré,110033815,Nova Dimensão,6169
1,Norte,11,Rondônia,1100338,Nova Mamoré,110033820,Palmeiras,2299
1,Norte,11,Rondônia,1100338,Nova Mamoré,110033825,Nova Marechal Rondon,1429
1,Norte,11,Rondônia,1100346,Alvorada D'Oeste,110034605,Alvorada D'Oeste,10414
1,Norte,11,Rondônia,1100346,Alvorada D'Oeste,110034625,Tancredópolis,1279
1,Norte,11,Rondônia,1100346,Alvorada D'Oeste,110034630,Terra Boa,1424
1,Norte,11,Rondônia,1100379,Alto Alegre dos Parecis,110037905,Alto Alegre dos Parecis,11479
1,Norte,11,Rondônia,1100403,Alto Paraíso,110040305,Alto Paraíso,16320
1,Norte,11,Rondônia,1100452,Buritis,110045205,Buritis,27992
1,Norte,11,Rondônia,1100502,Novo Horizonte do Oeste,110050205,Novo Horizonte do Oeste,4159
1,Norte,11,Rondônia,1100502,Novo Horizonte do Oeste,110050210,Migrantinópolis,3508
1,Norte,11,Rondônia,1100601,Cacaulândia,110060105,Cacaulândia,4150
1,Norte,11,Rondônia,1100700,Campo Novo de Rondônia,110070005,Campo Novo de Rondônia,8844
1,Norte,11,Rondônia,1100809,Candeias do Jamari,110080905,Candeias do Jamari,18938
1,Norte,11,Rondônia,1100809,Candeias do Jamari,110080920,Rio Preto do Candeias,3372
1,Norte,11,Rondônia,1100908,Castanheiras,110090805,Castanheiras,3233
1,Norte,11,Rondônia,1100924,Chupinguaia,110092405,Chupinguaia,9324
1,Norte,11,Rondônia,1100940,Cujubim,110094005,Cujubim,14863
1,Norte,11,Rondônia,1101005,Governador Jorge Teixeira,110100505,Governador Jorge Teixeira,5823
1,Norte,11,Rondônia,1101005,Governador Jorge Teixeira,110100515,Colina Verde,2178
1,Norte,11,Rondônia,1101104,Itapuã do Oeste,110110405,Itapuã do Oeste,8548
1,Norte,11,Rondônia,1101203,Ministro Andreazza,110120305,Ministro Andreazza,6466
1,Norte,11,Rondônia,1101302,Mirante da Serra,110130205,Mirante da Serra,9235
1,Norte,11,Rondônia,1101401,Monte Negro,110140105,Monte Negro,11548
1,Norte,11,Rondônia,1101435,Nova União,110143505,Nova União,6200
1,Norte,11,Rondônia,1101450,Parecis,110145005,Parecis,4125
1,Norte,11,Rondônia,1101468,Pimenteiras do Oeste,110146805,Pimenteiras do Oeste,2156
1,Norte,11,Rondônia,1101476,Primavera de Rondônia,110147605,Primavera de Rondônia,3076
1,Norte,11,Rondônia,1101484,São Felipe D'Oeste,110148405,São Felipe D'Oeste,5258
1,Norte,11,Rondônia,1101492,São Francisco do Guaporé,110149205,São Francisco do Guaporé,13818
1,Norte,11,Rondônia,1101492,São Francisco do Guaporé,110149210,Porto Murtinho,2468
1,Norte,11,Rondônia,1101500,Seringueiras,110150005,Seringueiras,11171
1,Norte,11,Rondônia,1101559,Teixeirópolis,110155905,Teixeirópolis,4256
1,Norte,11,Rondônia,1101609,Theobroma,110160905,Theobroma,8113
1,Norte,11,Rondônia,1101708,Urupá,110170805,Urupá,10725
1,Norte,11,Rondônia,1101757,Vale do Anari,110175705,Vale do Anari,7788
1,Norte,11,Rondônia,1101807,Vale do Paraíso,110180705,Vale do Paraíso,6479
1,Norte,12,Acre,1200013,Acrelândia,120001305,Acrelândia,14021
1,Norte,12,Acre,1200054,Assis Brasil,120005405,Assis Brasil,8100
1,Norte,12,Acre,1200104,Brasiléia,120010405,Brasiléia,26000
1,Norte,12,Acre,1200138,Bujari,120013805,Bujari,12917
1,Norte,12,Acre,1200179,Capixaba,120017905,Capixaba,10392
1,Norte,12,Acre,1200203,Cruzeiro do Sul,120020305,Cruzeiro do Sul,91888
1,Norte,12,Acre,1200252,Epitaciolândia,120025205,Epitaciolândia,18757
1,Norte,12,Acre,1200302,Feijó,120030205,Feijó,35426
1,Norte,12,Acre,1200328,Jordão,120032805,Jordão,9222
1,Norte,12,Acre,1200336,Mâncio Lima,120033605,Mâncio Lima,19294
1,Norte,12,Acre,1200344,Manoel Urbano,120034405,Manoel Urbano,11996
1,Norte,12,Acre,1200351,Marechal Thaumaturgo,120035105,Marechal Thaumaturgo,17093
1,Norte,12,Acre,1200385,Plácido de Castro,120038505,Plácido de Castro,14333
1,Norte,12,Acre,1200385,Plácido de Castro,120038510,Campinas,2227
1,Norte,12,Acre,1200393,Porto Walter,120039305,Porto Walter,10735
1,Norte,12,Acre,1200401,Rio Branco,120040105,Rio Branco,364756
1,Norte,12,Acre,1200427,Rodrigues Alves,120042705,Rodrigues Alves,14938
1,Norte,12,Acre,1200435,Santa Rosa do Purus,120043505,Santa Rosa do Purus,6723
1,Norte,12,Acre,1200450,Senador Guiomard,120045005,Senador Guiomard,21454
1,Norte,12,Acre,1200500,Sena Madureira,120050005,Sena Madureira,41343
1,Norte,12,Acre,1200609,Tarauacá,120060905,Tarauacá,43467
1,Norte,12,Acre,1200708,Xapuri,120070805,Xapuri,18243
1,Norte,12,Acre,1200807,Porto Acre,120080705,Porto Acre,9265
1,Norte,12,Acre,1200807,Porto Acre,120080720,Vila do Caquetá,1817
1,Norte,12,Acre,1200807,Porto Acre,120080723,Vila do Incra,3584
1,Norte,12,Acre,1200807,Porto Acre,120080725,Vila do V,2027
1,Norte,13,Amazonas,1300029,Alvarães,130002905,Alvarães,15866
1,Norte,13,Amazonas,1300060,Amaturá,130006005,Amaturá,10819
1,Norte,13,Amazonas,1300086,Anamã,130008605,Anamã,9962
1,Norte,13,Amazonas,1300102,Anori,130010205,Anori,17194
1,Norte,13,Amazonas,1300144,Apuí,130014405,Apuí,18352
1,Norte,13,Amazonas,1300144,Apuí,130014410,Sucunduri,2295
1,Norte,13,Amazonas,1300201,Atalaia do Norte,130020105,Atalaia do Norte,15314
1,Norte,13,Amazonas,1300300,Autazes,130030005,Autazes,32854
1,Norte,13,Amazonas,1300300,Autazes,130030010,Murutinga,8710
1,Norte,13,Amazonas,1300409,Barcelos,130040905,Barcelos,18834
1,Norte,13,Amazonas,1300508,Barreirinha,130050805,Barreirinha,12352
1,Norte,13,Amazonas,1300508,Barreirinha,130050810,Ariaú,5238
1,Norte,13,Amazonas,1300508,Barreirinha,130050812,Cametá,3020
1,Norte,13,Amazonas,1300508,Barreirinha,130050815,Freguesia do Andirá,5336
1,Norte,13,Amazonas,1300508,Barreirinha,130050820,Pedras,5105
1,Norte,13,Amazonas,1300607,Benjamin Constant,130060705,Benjamin Constant,37648
1,Norte,13,Amazonas,1300631,Beruri,130063105,Beruri,20718
1,Norte,13,Amazonas,1300680,Boa Vista do Ramos,130068005,Boa Vista do Ramos,15859
1,Norte,13,Amazonas,1300680,Boa Vista do Ramos,130068010,Lago Preto,3381
1,Norte,13,Amazonas,1300680,Boa Vista do Ramos,130068015,Massauari,2705
1,Norte,13,Amazonas,1300680,Boa Vista do Ramos,130068020,Do Rio Urubu,1840
1,Norte,13,Amazonas,1300706,Boca do Acre,130070605,Boca do Acre,30308
1,Norte,13,Amazonas,1300706,Boca do Acre,130070610,Floriano Peixoto,5139
1,Norte,13,Amazonas,1300805,Borba,130080505,Borba,24355
1,Norte,13,Amazonas,1300805,Borba,130080520,Canumã,7071
1,Norte,13,Amazonas,1300805,Borba,130080525,Axinin,1654
1,Norte,13,Amazonas,1300839,Caapiranga,130083905,Caapiranga,13469
1,Norte,13,Amazonas,1300904,Canutama,130090405,Canutama,9614
1,Norte,13,Amazonas,1300904,Canutama,130090410,Belo Monte,1723
1,Norte,13,Amazonas,1300904,Canutama,130090415,Açuanópolis,5532
1,Norte,13,Amazonas,1301001,Carauari,130100105,Carauari,28742
1,Norte,13,Amazonas,1301100,Careiro,130110005,Careiro,18684
1,Norte,13,Amazonas,1301100,Careiro,130110010,Purupuru,6525
1,Norte,13,Amazonas,1301100,Careiro,130110015,Janauacá,5583
1,Norte,13,Amazonas,1301159,Careiro da Várzea,130115905,Careiro da Várzea,19637
1,Norte,13,Amazonas,1301209,Coari,130120905,Coari,70616
1,Norte,13,Amazonas,1301308,Codajás,130130805,Codajás,21684
1,Norte,13,Amazonas,1301308,Codajás,130130810,Badajós,1865
1,Norte,13,Amazonas,1301407,Eirunepé,130140705,Eirunepé,33170
1,Norte,13,Amazonas,1301506,Envira,130150605,Envira,17186
1,Norte,13,Amazonas,1301605,Fonte Boa,130160505,Fonte Boa,25871
1,Norte,13,Amazonas,1301654,Guajará,130165405,Guajará,13815
1,Norte,13,Amazonas,1301704,Humaitá,130170405,Humaitá,53126
1,Norte,13,Amazonas,1301704,Humaitá,130170410,Realidade,4347
1,Norte,13,Amazonas,1301803,Ipixuna,130180305,Ipixuna,24311
1,Norte,13,Amazonas,1301852,Iranduba,130185205,Iranduba,36769
1,Norte,13,Amazonas,1301852,Iranduba,130185210,Ariaú,2719
1,Norte,13,Amazonas,1301852,Iranduba,130185215,Cacau Pirêra,16506
1,Norte,13,Amazonas,1301852,Iranduba,130185220,Lago do Limão,2475
1,Norte,13,Amazonas,1301852,Iranduba,130185225,Paricatuba,2694
1,Norte,13,Amazonas,1301902,Itacoatiara,130190205,Itacoatiara,81599
1,Norte,13,Amazonas,1301902,Itacoatiara,130190210,Amatari,21999
1,Norte,13,Amazonas,1301951,Itamarati,130195105,Itamarati,10937
1,Norte,13,Amazonas,1302009,Itapiranga,130200905,Itapiranga,10162
1,Norte,13,Amazonas,1302108,Japurá,130210805,Japurá,7828
1,Norte,13,Amazonas,1302108,Japurá,130210810,Vila Bitencourt,1030
1,Norte,13,Amazonas,1302207,Juruá,130220705,Juruá,10742
1,Norte,13,Amazonas,1302306,Jutaí,130230605,Jutaí,25172
1,Norte,13,Amazonas,1302405,Lábrea,130240505,Lábrea,45448
1,Norte,13,Amazonas,1302504,Manacapuru,130250405,Manacapuru,101883
1,Norte,13,Amazonas,1302553,Manaquiri,130255305,Manaquiri,17107
1,Norte,13,Amazonas,1302603,Manaus,130260305,Manaus,2063689
1,Norte,13,Amazonas,1302702,Manicoré,130270205,Manicoré,44838
1,Norte,13,Amazonas,1302702,Manicoré,130270210,Santo Antônio do Matupi,9076
1,Norte,13,Amazonas,1302801,Maraã,130280105,Maraã,15529
1,Norte,13,Amazonas,1302900,Maués,130290005,Maués,42769
1,Norte,13,Amazonas,1302900,Maués,130290010,Osório da Fonseca,9124
1,Norte,13,Amazonas,1302900,Maués,130290015,Repartimento,9311
1,Norte,13,Amazonas,1303007,Nhamundá,130300705,Nhamundá,20136
1,Norte,13,Amazonas,1303106,Nova Olinda do Norte,130310605,Nova Olinda do Norte,27062
1,Norte,13,Amazonas,1303205,Novo Airão,130320505,Novo Airão,15761
1,Norte,13,Amazonas,1303304,Novo Aripuanã,130330405,Novo Aripuanã,23818
1,Norte,13,Amazonas,1303403,Parintins,130340305,Parintins,75192
1,Norte,13,Amazonas,1303403,Parintins,130340310,Mocambo,3030
1,Norte,13,Amazonas,1303403,Parintins,130340315,Caburi,3228
1,Norte,13,Amazonas,1303403,Parintins,130340320,Vila Amazônia,8359
1,Norte,13,Amazonas,1303403,Parintins,130340325,Tracajá,2857
1,Norte,13,Amazonas,1303403,Parintins,130340330,Uaicurapá,3706
1,Norte,13,Amazonas,1303502,Pauini,130350205,Pauini,19373
1,Norte,13,Amazonas,1303536,Presidente Figueiredo,130353605,Presidente Figueiredo,26598
1,Norte,13,Amazonas,1303536,Presidente Figueiredo,130353610,Balbina,4070
1,Norte,13,Amazonas,1303569,Rio Preto da Eva,130356905,Rio Preto da Eva,24936
1,Norte,13,Amazonas,1303601,Santa Isabel do Rio Negro,130360105,Santa Isabel do Rio Negro,14164
1,Norte,13,Amazonas,1303700,Santo Antônio do Içá,130370005,Santo Antônio do Içá,24096
1,Norte,13,Amazonas,1303700,Santo Antônio do Içá,130370015,Alterosa,4115
1,Norte,13,Amazonas,1303809,São Gabriel da Cachoeira,130380905,São Gabriel da Cachoeira,44269
1,Norte,13,Amazonas,1303809,São Gabriel da Cachoeira,130380912,Cucui,3873
1,Norte,13,Amazonas,1303809,São Gabriel da Cachoeira,130380915,Içana,1145
1,Norte,13,Amazonas,1303809,São Gabriel da Cachoeira,130380920,São Felipe,2508
1,Norte,13,Amazonas,1303908,São Paulo de Olivença,130390805,São Paulo de Olivença,18866
1,Norte,13,Amazonas,1303908,São Paulo de Olivença,130390815,Santa Rita,14101
1,Norte,13,Amazonas,1303957,São Sebastião do Uatumã,130395705,São Sebastião do Uatumã,9972
1,Norte,13,Amazonas,1303957,São Sebastião do Uatumã,130395710,Santana,1698
1,Norte,13,Amazonas,1304005,Silves,130400505,Silves,11559
1,Norte,13,Amazonas,1304062,Tabatinga,130406205,Tabatinga,66764
1,Norte,13,Amazonas,1304104,Tapauá,130410405,Tapauá,19599
1,Norte,13,Amazonas,1304203,Tefé,130420305,Tefé,73669
1,Norte,13,Amazonas,1304237,Tonantins,130423705,Tonantins,19247
1,Norte,13,Amazonas,1304260,Uarini,130426005,Uarini,14431
1,Norte,13,Amazonas,1304302,Urucará,130430205,Urucará,18631
1,Norte,13,Amazonas,1304401,Urucurituba,130440105,Urucurituba,15950
1,Norte,13,Amazonas,1304401,Urucurituba,130440110,Augusto Montenegro,2676
1,Norte,13,Amazonas,1304401,Urucurituba,130440115,Itapeaçú,5319
1,Norte,14,Roraima,1400027,Amajari,140002705,Amajari,13927
1,Norte,14,Roraima,1400050,Alto Alegre,140005005,Alto Alegre,21096
1,Norte,14,Roraima,1400100,Boa Vista,140010005,Boa Vista,413486
1,Norte,14,Roraima,1400159,Bonfim,140015905,Bonfim,13923
1,Norte,14,Roraima,1400175,Cantá,140017505,Cantá,18682
1,Norte,14,Roraima,1400209,Caracaraí,140020905,Caracaraí,20957
1,Norte,14,Roraima,1400233,Caroebe,140023305,Caroebe,10656
1,Norte,14,Roraima,1400282,Iracema,140028205,Iracema,10023
1,Norte,14,Roraima,1400308,Mucajaí,140030805,Mucajaí,18095
1,Norte,14,Roraima,1400407,Normandia,140040705,Normandia,13986
1,Norte,14,Roraima,1400456,Pacaraima,140045605,Pacaraima,19305
1,Norte,14,Roraima,1400472,Rorainópolis,140047205,Rorainópolis,32647
1,Norte,14,Roraima,1400506,São João da Baliza,140050605,São João da Baliza,8858
1,Norte,14,Roraima,1400605,São Luiz,140060505,São Luiz,7315
1,Norte,14,Roraima,1400704,Uiramutã,140070405,Uiramutã,13751
1,Norte,15,Pará,1500107,Abaetetuba,150010705,Abaetetuba,149159
1,Norte,15,Pará,1500107,Abaetetuba,150010710,Beja,9029
1,Norte,15,Pará,1500131,Abel Figueiredo,150013105,Abel Figueiredo,6136
1,Norte,15,Pará,1500206,Acará,150020605,Acará,38322
1,Norte,15,Pará,1500206,Acará,150020610,Guajará-Miri,12880
1,Norte,15,Pará,1500206,Acará,150020615,Jaguarari,7821
1,Norte,15,Pará,1500305,Afuá,150030505,Afuá,37765
1,Norte,15,Pará,1500347,Água Azul do Norte,150034705,Água Azul do Norte,18080
1,Norte,15,Pará,1500404,Alenquer,150040405,Alenquer,69377
1,Norte,15,Pará,1500503,Almeirim,150050305,Almeirim,24403
1,Norte,15,Pará,1500503,Almeirim,150050310,Arumanduba,3408
1,Norte,15,Pará,1500503,Almeirim,150050315,Monte Dourado,6469
1,Norte,15,Pará,1500602,Altamira,150060205,Altamira,110337
1,Norte,15,Pará,1500602,Altamira,150060206,Cachoeira da Serra,3942
1,Norte,15,Pará,1500602,Altamira,150060207,Castelo dos Sonhos,12000
1,Norte,15,Pará,1500701,Anajás,150070105,Anajás,28011
1,Norte,15,Pará,1500800,Ananindeua,150080005,Ananindeua,478778
1,Norte,15,Pará,1500859,Anapu,150085905,Anapu,31850
1,Norte,15,Pará,1500909,Augusto Corrêa,150090905,Augusto Corrêa,22012
1,Norte,15,Pará,1500909,Augusto Corrêa,150090910,Aturiaí,10665
1,Norte,15,Pará,1500909,Augusto Corrêa,150090915,Emboraí,6381
1,Norte,15,Pará,1500909,Augusto Corrêa,150090920,Itapixuna,5515
1,Norte,15,Pará,1500958,Aurora do Pará,150095805,Aurora do Pará,23774
1,Norte,15,Pará,1501006,Aveiro,150100605,Aveiro,8218
1,Norte,15,Pará,1501006,Aveiro,150100610,Brasília Legal,7930
1,Norte,15,Pará,1501006,Aveiro,150100615,Pinhel,2142
1,Norte,15,Pará,1501105,Bagre,150110505,Bagre,31606
1,Norte,15,Pará,1501105,Bagre,150110510,Pedreira,286
1,Norte,15,Pará,1501204,Baião,150120405,Baião,31588
1,Norte,15,Pará,1501204,Baião,150120410,Joana Peres,6857
1,Norte,15,Pará,1501204,Baião,150120420,São Joaquim do Ituquara,8419
1,Norte,15,Pará,1501204,Baião,150120430,Umarizal do Tocantins,4777
1,Norte,15,Pará,1501253,Bannach,150125305,Bannach,4031
1,Norte,15,Pará,1501303,Barcarena,150130305,Barcarena,87562
1,Norte,15,Pará,1501303,Barcarena,150130310,Murucupi,39088
1,Norte,15,Pará,1501402,Belém,150140205,Belém,140032
1,Norte,15,Pará,1501402,Belém,150140245,Bengui,275694
1,Norte,15,Pará,1501402,Belém,150140250,Entroncamento,123825
1,Norte,15,Pará,1501402,Belém,150140255,Guamá,283619
1,Norte,15,Pará,1501402,Belém,150140260,Icoaraci,171524
1,Norte,15,Pará,1501402,Belém,150140265,Mosqueiro,38385
1,Norte,15,Pará,1501402,Belém,150140267,Outeiro,39478
1,Norte,15,Pará,1501402,Belém,150140275,Sacramenta,230846
1,Norte,15,Pará,1501451,Belterra,150145105,Belterra,18099
1,Norte,15,Pará,1501501,Benevides,150150105,Benevides,35663
1,Norte,15,Pará,1501501,Benevides,150150110,Benfica,27904
1,Norte,15,Pará,1501576,Bom Jesus do Tocantins,150157605,Bom Jesus do Tocantins,18005
1,Norte,15,Pará,1501600,Bonito,150160005,Bonito,12622
1,Norte,15,Pará,1501709,Bragança,150170905,Bragança,93543
1,Norte,15,Pará,1501709,Bragança,150170910,Almoço,2696
1,Norte,15,Pará,1501709,Bragança,150170915,Caratateua,10154
1,Norte,15,Pará,1501709,Bragança,150170920,Nova Mocajuba,2935
1,Norte,15,Pará,1501709,Bragança,150170930,Tijoca,9394
1,Norte,15,Pará,1501709,Bragança,150170940,Treme,4360
1,Norte,15,Pará,1501725,Brasil Novo,150172505,Brasil Novo,24718
1,Norte,15,Pará,1501758,Brejo Grande do Araguaia,150175805,Brejo Grande do Araguaia,5225
1,Norte,15,Pará,1501758,Brejo Grande do Araguaia,150175815,São Raimundo do Araguaia,1558
1,Norte,15,Pará,1501782,Breu Branco,150178205,Breu Branco,45712
1,Norte,15,Pará,1501808,Breves,150180805,Breves,66259
1,Norte,15,Pará,1501808,Breves,150180810,Antônio Lemos,8091
1,Norte,15,Pará,1501808,Breves,150180815,Curumu,17384
1,Norte,15,Pará,1501808,Breves,150180820,São Miguel dos Macacos,15234
1,Norte,15,Pará,1501907,Bujaru,150190705,Bujaru,18495
1,Norte,15,Pará,1501907,Bujaru,150190710,Guajará-Açu,5888
1,Norte,15,Pará,1501956,Cachoeira do Piriá,150195605,Cachoeira do Piriá,19630
1,Norte,15,Pará,1502004,Cachoeira do Arari,150200405,Cachoeira do Arari,23981
1,Norte,15,Pará,1502103,Cametá,150210305,Cametá,75881
1,Norte,15,Pará,1502103,Cametá,150210307,Areião,1932
1,Norte,15,Pará,1502103,Cametá,150210310,Carapajó,10793
1,Norte,15,Pará,1502103,Cametá,150210315,Curuçambaba,10452
1,Norte,15,Pará,1502103,Cametá,150210320,Janua Coeli,9388
1,Norte,15,Pará,1502103,Cametá,150210325,Juaba,15936
1,Norte,15,Pará,1502103,Cametá,150210330,Moiraba,3280
1,Norte,15,Pará,1502103,Cametá,150210336,Torres do Cupijó,2862
1,Norte,15,Pará,1502103,Cametá,150210340,Vila do Carmo do Tocantins,3660
1,Norte,15,Pará,1502152,Canaã dos Carajás,150215205,Canaã dos Carajás,77079
1,Norte,15,Pará,1502202,Capanema,150220205,Capanema,62946
1,Norte,15,Pará,1502202,Capanema,150220210,Mirasselvas,4588
1,Norte,15,Pará,1502202,Capanema,150220215,Tauari,2860
1,Norte,15,Pará,1502301,Capitão Poço,150230105,Capitão Poço,56506
1,Norte,15,Pará,1502400,Castanhal,150240005,Castanhal,185078
1,Norte,15,Pará,1502400,Castanhal,150240010,Apeú,7178
1,Norte,15,Pará,1502509,Chaves,150250905,Chaves,18047
1,Norte,15,Pará,1502509,Chaves,150250910,São Sebastião de Viçosa,2710
1,Norte,15,Pará,1502608,Colares,150260805,Colares,12868
1,Norte,15,Pará,1502707,Conceição do Araguaia,150270705,Conceição do Araguaia,44617
1,Norte,15,Pará,1502756,Concórdia do Pará,150275605,Concórdia do Pará,26881
1,Norte,15,Pará,1502764,Cumaru do Norte,150276405,Cumaru do Norte,14036
1,Norte,15,Pará,1502772,Curionópolis,150277205,Curionópolis,19950
1,Norte,15,Pará,1502806,Curralinho,150280605,Curralinho,22472
1,Norte,15,Pará,1502806,Curralinho,150280610,Piriá,11431
1,Norte,15,Pará,1502855,Curuá,150285505,Curuá,14117
1,Norte,15,Pará,1502905,Curuçá,150290505,Curuçá,26729
1,Norte,15,Pará,1502905,Curuçá,150290520,Lauro Sodré,5695
1,Norte,15,Pará,1502905,Curuçá,150290525,Murajá,3366
1,Norte,15,Pará,1502905,Curuçá,150290540,Ponta de Ramos,5472
1,Norte,15,Pará,1502939,Dom Eliseu,150293905,Dom Eliseu,58484
1,Norte,15,Pará,1502954,Eldorado do Carajás,150295405,Eldorado do Carajás,28192
1,Norte,15,Pará,1503002,Faro,150300205,Faro,7611
1,Norte,15,Pará,1503002,Faro,150300208,Nova Maracanã,1117
1,Norte,15,Pará,1503044,Floresta do Araguaia,150304405,Floresta do Araguaia,14648
1,Norte,15,Pará,1503044,Floresta do Araguaia,150304410,Bela Vista,3250
1,Norte,15,Pará,1503077,Garrafão do Norte,150307705,Garrafão do Norte,24703
